Crop,Region,Month,Weather,Year,Price
SNAKE GOURD,CHATTOGRAM,7,1,2024,48.292833024646875
SNAKE GOURD,CHATTOGRAM,6,3,2024,88.41515775654558
SNAKE GOURD,CHATTOGRAM,6,2,2024,59.50741881402516
SNAKE GOURD,CHATTOGRAM,6,1,2024,37.727199132607176
SNAKE GOURD,CHATTOGRAM,5,3,2024,25.893204708371904
SNAKE GOURD,CHATTOGRAM,5,2,2024,48.7755910604659
SNAKE GOURD,CHATTOGRAM,5,1,2024,71.0381001056621
SNAKE GOURD,CHATTOGRAM,11,3,2024,52.077441754701006
SNAKE GOURD,CHATTOGRAM,12,2,2024,46.840311422510986
SNAKE GOURD,DHAKA,7,3,2024,93.96272790224357
SNAKE GOURD,DHAKA,4,2,2024,54.314270674686966
SNAKE GOURD,DHAKA,7,2,2024,61.747142427828685
SNAKE GOURD,DHAKA,7,1,2024,61.50768968184853
SNAKE GOURD,DHAKA,6,3,2024,15.349557762862696
SNAKE GOURD,DHAKA,6,2,2024,38.19736664849045
SNAKE GOURD,DHAKA,6,1,2024,54.81703608254483
SNAKE GOURD,DHAKA,5,3,2024,80.67722621472406
SNAKE GOURD,DHAKA,5,2,2024,93.5423990694959
SNAKE GOURD,DHAKA,5,1,2024,95.0710142789064
SNAKE GOURD,DHAKA,4,3,2024,47.24322126546716
SNAKE GOURD,DHAKA,4,1,2024,80.18054145413052
SNAKE GOURD,CHATTOGRAM,12,3,2024,65.52973958821455
SNAKE GOURD,DHAKA,3,3,2024,54.97531648602964
SNAKE GOURD,DHAKA,3,2,2024,68.86299638638702
SNAKE GOURD,DHAKA,3,1,2024,84.35887333252761
SNAKE GOURD,DHAKA,2,3,2024,16.20332783329414
SNAKE GOURD,DHAKA,2,2,2024,81.30784496971562
SNAKE GOURD,DHAKA,2,1,2024,39.50464126914501
SNAKE GOURD,DHAKA,1,3,2024,98.93113383204395
SNAKE GOURD,DHAKA,1,2,2024,27.88975281144323
SNAKE GOURD,DHAKA,1,1,2024,85.27622634927198
PUMPKIN,KHULNA,10,1,2024,63.28039803951953
PUMPKIN,KHULNA,9,2,2024,85.02176348941506
MINT,RANGPUR,2,1,2024,56.391420133819814
BROCCOLI,MYMENSINGH,11,1,2024,96.14232411682336
BROCCOLI,RAJSHAHI,6,2,2024,23.74033451037218
BROCCOLI,RAJSHAHI,6,1,2024,42.985427028440945
BROCCOLI,RAJSHAHI,5,3,2024,33.197483808555916
BROCCOLI,RAJSHAHI,5,2,2024,15.636414519163427
BROCCOLI,RAJSHAHI,5,1,2024,55.52685557581828
BROCCOLI,RAJSHAHI,4,3,2024,27.749670496751293
BROCCOLI,RAJSHAHI,4,2,2024,58.03051897742775
BROCCOLI,RAJSHAHI,4,1,2024,39.123979167506235
BROCCOLI,RAJSHAHI,3,3,2024,70.28685760248791
BROCCOLI,RAJSHAHI,3,2,2024,35.060386134937886
BROCCOLI,RAJSHAHI,3,1,2024,31.846885370171858
BROCCOLI,RAJSHAHI,2,3,2024,45.93564842338809
BROCCOLI,RAJSHAHI,2,2,2024,88.9743324817378
BROCCOLI,RAJSHAHI,2,1,2024,74.05397295641154
BROCCOLI,RAJSHAHI,1,3,2024,45.271539364858995
BROCCOLI,RAJSHAHI,1,2,2024,65.22373882128927
BROCCOLI,RAJSHAHI,1,1,2024,58.60084420587546
BROCCOLI,MYMENSINGH,12,3,2024,56.430835434060526
BROCCOLI,MYMENSINGH,12,2,2024,57.71129596777935
BROCCOLI,MYMENSINGH,12,1,2024,40.74644042953599
BROCCOLI,MYMENSINGH,11,3,2024,59.20648655753584
BROCCOLI,RAJSHAHI,6,3,2024,81.03332316643909
BROCCOLI,RAJSHAHI,7,1,2024,56.401082945033394
BROCCOLI,RAJSHAHI,7,2,2024,60.230890678160726
BROCCOLI,RAJSHAHI,11,2,2024,89.13940285788713
BROCCOLI,RANGPUR,2,2,2024,42.92776337203713
BROCCOLI,RANGPUR,2,1,2024,25.967382484541766
BROCCOLI,RANGPUR,1,3,2024,85.88802885937655
BROCCOLI,RANGPUR,1,2,2024,11.395237914407462
BROCCOLI,RANGPUR,1,1,2024,17.471574981434816
BROCCOLI,RAJSHAHI,12,3,2024,44.57833575852785
BROCCOLI,RAJSHAHI,12,2,2024,66.29944092454349
BROCCOLI,RAJSHAHI,12,1,2024,95.00061528595647
BROCCOLI,RAJSHAHI,11,3,2024,29.409130793137194
BROCCOLI,RAJSHAHI,11,1,2024,55.621651612857164
BROCCOLI,RAJSHAHI,7,3,2024,97.27655155454195
BROCCOLI,RAJSHAHI,10,3,2024,83.38563337840891
BROCCOLI,RAJSHAHI,10,2,2024,24.393545976042326
BROCCOLI,RAJSHAHI,10,1,2024,26.995657883120817
BROCCOLI,RAJSHAHI,9,3,2024,99.43172936130492
BROCCOLI,RAJSHAHI,9,2,2024,48.15085285615143
BROCCOLI,RAJSHAHI,9,1,2024,54.53930893515098
BROCCOLI,RAJSHAHI,8,3,2024,16.89511713770583
BROCCOLI,RAJSHAHI,8,2,2024,51.19908360461365
BROCCOLI,RAJSHAHI,8,1,2024,18.4571391760675
BROCCOLI,MYMENSINGH,11,2,2024,42.4465413850705
BROCCOLI,MYMENSINGH,10,3,2024,73.67638149875768
BROCCOLI,KHULNA,6,3,2024,45.57296707975565
BROCCOLI,MYMENSINGH,10,2,2024,32.013793559259454
BROCCOLI,MYMENSINGH,2,1,2024,38.02901208047743
BROCCOLI,MYMENSINGH,1,3,2024,49.09984525449762
BROCCOLI,MYMENSINGH,1,2,2024,55.730405939646005
BROCCOLI,MYMENSINGH,1,1,2024,17.81445292132424
BROCCOLI,KHULNA,12,3,2024,24.802793362298566
BROCCOLI,KHULNA,12,2,2024,52.26115697621937
BROCCOLI,KHULNA,12,1,2024,50.94474456333256
BROCCOLI,KHULNA,11,3,2024,23.39622129059202
BROCCOLI,KHULNA,11,2,2024,54.50802116568601
BROCCOLI,KHULNA,11,1,2024,68.99294901472433
BROCCOLI,KHULNA,10,3,2024,54.2354256917285
BROCCOLI,KHULNA,10,2,2024,10.993263426851822
BROCCOLI,KHULNA,10,1,2024,29.304429588327714
BROCCOLI,KHULNA,9,3,2024,54.21725179890324
BROCCOLI,KHULNA,9,2,2024,76.98842363891379
BROCCOLI,KHULNA,9,1,2024,40.22068714811102
BROCCOLI,KHULNA,8,3,2024,28.63733922757902
BROCCOLI,KHULNA,8,2,2024,34.65794018345524
BROCCOLI,KHULNA,8,1,2024,94.86721866900255
BROCCOLI,KHULNA,7,3,2024,71.81751456398044
BROCCOLI,KHULNA,7,2,2024,18.106027866021776
BROCCOLI,MYMENSINGH,2,2,2024,70.1449438115385
BROCCOLI,MYMENSINGH,2,3,2024,54.51854723683962
BROCCOLI,MYMENSINGH,3,1,2024,26.33660838419081
BROCCOLI,MYMENSINGH,7,1,2024,93.6173996263236
BROCCOLI,MYMENSINGH,10,1,2024,14.017859885879897
BROCCOLI,MYMENSINGH,9,3,2024,15.269288284789816
BROCCOLI,MYMENSINGH,9,2,2024,31.62750633833001
BROCCOLI,MYMENSINGH,9,1,2024,48.525984481783375
BROCCOLI,MYMENSINGH,8,3,2024,36.516341450059336
BROCCOLI,MYMENSINGH,8,2,2024,15.059900987640335
BROCCOLI,MYMENSINGH,8,1,2024,15.79573606413231
BROCCOLI,MYMENSINGH,7,3,2024,69.51217006067603
BROCCOLI,MYMENSINGH,7,2,2024,59.73705345939358
BROCCOLI,MYMENSINGH,6,3,2024,66.5725112264675
BROCCOLI,MYMENSINGH,3,2,2024,59.125668129707776
BROCCOLI,MYMENSINGH,6,2,2024,86.99201005039755
BROCCOLI,MYMENSINGH,6,1,2024,20.44131791656212
BROCCOLI,MYMENSINGH,5,3,2024,46.69250318618278
BROCCOLI,MYMENSINGH,5,2,2024,13.984947316500264
BROCCOLI,MYMENSINGH,5,1,2024,10.409719650031828
BROCCOLI,MYMENSINGH,4,3,2024,90.8539902289186
BROCCOLI,MYMENSINGH,4,2,2024,25.558873719799017
BROCCOLI,MYMENSINGH,4,1,2024,47.62951111660114
BROCCOLI,MYMENSINGH,3,3,2024,34.408165684436455
BROCCOLI,RANGPUR,2,3,2024,65.09865605612246
BROCCOLI,RANGPUR,3,1,2024,67.34558835676923
BROCCOLI,RANGPUR,3,2,2024,47.29096637946412
BROCCOLI,RANGPUR,3,3,2024,89.95691392694992
OKRA,BARISHAL,2,3,2024,38.7976999779941
OKRA,BARISHAL,2,2,2024,27.300399668983765
OKRA,BARISHAL,2,1,2024,98.84302632466581
OKRA,BARISHAL,1,3,2024,93.76848170600091
OKRA,BARISHAL,1,2,2024,47.783947453226965
OKRA,BARISHAL,1,1,2024,67.65614583947027
BROCCOLI,SYLHET,12,3,2024,56.43845641650596
BROCCOLI,SYLHET,12,2,2024,16.480185877149516
BROCCOLI,SYLHET,12,1,2024,37.66761565838853
BROCCOLI,SYLHET,11,3,2024,16.10881142819798
BROCCOLI,SYLHET,11,2,2024,13.742065043891607
BROCCOLI,SYLHET,11,1,2024,51.87882166784396
BROCCOLI,SYLHET,10,3,2024,62.74890044224147
BROCCOLI,SYLHET,10,2,2024,86.74379644366574
BROCCOLI,SYLHET,10,1,2024,77.10116982926674
BROCCOLI,SYLHET,9,3,2024,61.131767236257424
BROCCOLI,SYLHET,9,2,2024,86.98211977218263
BROCCOLI,SYLHET,9,1,2024,54.11034568837563
BROCCOLI,SYLHET,8,3,2024,94.9314600164805
BROCCOLI,SYLHET,8,2,2024,66.23521608720293
BROCCOLI,SYLHET,8,1,2024,12.81675539424432
OKRA,BARISHAL,3,1,2024,12.020823121057767
OKRA,BARISHAL,3,2,2024,19.734360296605082
OKRA,BARISHAL,3,3,2024,72.25476375788334
OKRA,BARISHAL,7,3,2024,85.01748965495558
OKRA,BARISHAL,10,3,2024,95.5840602916288
OKRA,BARISHAL,10,2,2024,25.160290064775104
OKRA,BARISHAL,10,1,2024,53.055533237196016
OKRA,BARISHAL,9,3,2024,31.326986882621206
OKRA,BARISHAL,9,2,2024,96.14411928910944
OKRA,BARISHAL,9,1,2024,92.89278240255746
OKRA,BARISHAL,8,3,2024,37.43635652312794
OKRA,BARISHAL,8,2,2024,52.6633399772612
OKRA,BARISHAL,8,1,2024,27.518945574674586
OKRA,BARISHAL,7,2,2024,58.75128711980338
OKRA,BARISHAL,4,1,2024,33.15754640677412
OKRA,BARISHAL,7,1,2024,14.099723121935945
OKRA,BARISHAL,6,3,2024,93.3876255297818
OKRA,BARISHAL,6,2,2024,66.87932361557685
OKRA,BARISHAL,6,1,2024,66.98252096369689
OKRA,BARISHAL,5,3,2024,32.81129966655921
OKRA,BARISHAL,5,2,2024,13.464985853786988
OKRA,BARISHAL,5,1,2024,73.71186668393023
OKRA,BARISHAL,4,3,2024,35.28899252768597
OKRA,BARISHAL,4,2,2024,28.111228242370846
BROCCOLI,SYLHET,7,3,2024,68.19433137763977
BROCCOLI,SYLHET,7,2,2024,81.69874201824749
BROCCOLI,SYLHET,7,1,2024,34.43675276298919
BROCCOLI,RANGPUR,7,2,2024,63.01828253704681
BROCCOLI,RANGPUR,10,2,2024,12.821396565971867
BROCCOLI,RANGPUR,10,1,2024,44.82439531257528
BROCCOLI,RANGPUR,9,3,2024,51.96508167629361
BROCCOLI,RANGPUR,9,2,2024,38.94679182919006
BROCCOLI,RANGPUR,9,1,2024,57.41503698111015
BROCCOLI,RANGPUR,8,3,2024,78.63603923440677
BROCCOLI,RANGPUR,8,2,2024,91.6722795725792
BROCCOLI,RANGPUR,8,1,2024,67.9862345688944
BROCCOLI,RANGPUR,7,3,2024,66.89330528314912
BROCCOLI,RANGPUR,7,1,2024,90.48581927787012
BROCCOLI,RANGPUR,11,1,2024,33.674358291377935
BROCCOLI,RANGPUR,6,3,2024,67.0279557743788
BROCCOLI,RANGPUR,6,2,2024,39.362701207501296
BROCCOLI,RANGPUR,6,1,2024,12.833311659822535
BROCCOLI,RANGPUR,5,3,2024,39.08496899531649
BROCCOLI,RANGPUR,5,2,2024,83.09712450129344
BROCCOLI,RANGPUR,5,1,2024,43.88591383444529
BROCCOLI,RANGPUR,4,3,2024,57.99866229167608
BROCCOLI,RANGPUR,4,2,2024,19.626034003802488
BROCCOLI,RANGPUR,4,1,2024,26.035127633094216
BROCCOLI,RANGPUR,10,3,2024,88.65470226412381
BROCCOLI,RANGPUR,11,2,2024,46.417018982905226
BROCCOLI,SYLHET,6,3,2024,24.228639477256344
BROCCOLI,SYLHET,3,2,2024,57.03992686363993
BROCCOLI,SYLHET,6,2,2024,57.51819937140918
BROCCOLI,SYLHET,6,1,2024,62.61798846834748
BROCCOLI,SYLHET,5,3,2024,89.36172523838444
BROCCOLI,SYLHET,5,2,2024,32.4931711767657
BROCCOLI,SYLHET,5,1,2024,42.631205119768275
BROCCOLI,SYLHET,4,3,2024,97.19694519466285
BROCCOLI,SYLHET,4,2,2024,44.07146015407303
BROCCOLI,SYLHET,4,1,2024,19.04943023045846
BROCCOLI,SYLHET,3,3,2024,60.89068723288144
BROCCOLI,SYLHET,3,1,2024,23.530167893544004
BROCCOLI,RANGPUR,11,3,2024,97.79533699307018
BROCCOLI,SYLHET,2,3,2024,50.85874171357012
BROCCOLI,SYLHET,2,2,2024,71.40499435543262
BROCCOLI,SYLHET,2,1,2024,65.01984552905819
BROCCOLI,SYLHET,1,3,2024,70.34248500660692
BROCCOLI,SYLHET,1,2,2024,83.2427376567746
BROCCOLI,SYLHET,1,1,2024,36.49643894566756
BROCCOLI,RANGPUR,12,3,2024,76.36615576128793
BROCCOLI,RANGPUR,12,2,2024,51.75438208211682
BROCCOLI,RANGPUR,12,1,2024,11.659603704727497
BROCCOLI,KHULNA,7,1,2024,82.40536999227058
BROCCOLI,KHULNA,6,2,2024,80.83776866680789
OKRA,BARISHAL,11,2,2024,51.88801403305694
MINT,SYLHET,6,1,2024,30.4353126999225
BROCCOLI,BARISHAL,1,2,2024,23.444079264586378
BROCCOLI,BARISHAL,1,1,2024,59.97678290425776
MINT,SYLHET,12,3,2024,63.17347457115269
MINT,SYLHET,12,2,2024,12.149580759130846
MINT,SYLHET,12,1,2024,78.02655043690217
MINT,SYLHET,11,3,2024,41.26130016843459
MINT,SYLHET,11,2,2024,63.86545997630188
MINT,SYLHET,11,1,2024,78.74592580446823
MINT,SYLHET,10,3,2024,25.973099265098906
MINT,SYLHET,10,2,2024,69.89847370041355
MINT,SYLHET,10,1,2024,36.4792877566755
MINT,SYLHET,9,3,2024,44.9539029031696
MINT,SYLHET,9,2,2024,41.67904532522987
MINT,SYLHET,9,1,2024,21.482177002950586
MINT,SYLHET,8,3,2024,34.51141746323626
MINT,SYLHET,8,2,2024,34.88996441159047
MINT,SYLHET,8,1,2024,18.720720483599102
MINT,SYLHET,7,3,2024,20.60238747786844
MINT,SYLHET,7,2,2024,74.58147758134264
MINT,SYLHET,7,1,2024,71.16104731741756
MINT,SYLHET,6,3,2024,29.979164233095975
BROCCOLI,BARISHAL,1,3,2024,21.659764920156917
BROCCOLI,BARISHAL,2,1,2024,64.20233639800229
BROCCOLI,BARISHAL,2,2,2024,27.10476131974275
BROCCOLI,BARISHAL,6,2,2024,97.30198714062864
BROCCOLI,BARISHAL,9,2,2024,97.7157280810742
BROCCOLI,BARISHAL,9,1,2024,81.03105080796593
BROCCOLI,BARISHAL,8,3,2024,26.929827827171238
BROCCOLI,BARISHAL,8,2,2024,62.78732652649019
BROCCOLI,BARISHAL,8,1,2024,73.50520112192282
BROCCOLI,BARISHAL,7,3,2024,29.894624298020283
BROCCOLI,BARISHAL,7,2,2024,12.948032233537816
BROCCOLI,BARISHAL,7,1,2024,60.37890011274437
BROCCOLI,BARISHAL,6,3,2024,49.77780675971842
BROCCOLI,BARISHAL,6,1,2024,14.474156059473817
BROCCOLI,BARISHAL,2,3,2024,10.00254875796848
BROCCOLI,BARISHAL,5,3,2024,39.823811223609795
BROCCOLI,BARISHAL,5,2,2024,45.583326797211896
BROCCOLI,BARISHAL,5,1,2024,82.04642508819325
BROCCOLI,BARISHAL,4,3,2024,91.27359103694472
BROCCOLI,BARISHAL,4,2,2024,20.37748144455422
BROCCOLI,BARISHAL,4,1,2024,94.41645284368937
BROCCOLI,BARISHAL,3,3,2024,17.61825074884986
BROCCOLI,BARISHAL,3,2,2024,78.25373046194383
BROCCOLI,BARISHAL,3,1,2024,18.776028031485232
MINT,SYLHET,6,2,2024,42.496348269864775
MINT,SYLHET,5,3,2024,32.252116217764055
BROCCOLI,KHULNA,6,1,2024,31.01154411345272
MINT,SYLHET,5,2,2024,47.421509290115935
MINT,RANGPUR,9,1,2024,52.956974200589094
MINT,RANGPUR,8,3,2024,82.3839024981508
MINT,RANGPUR,8,2,2024,57.1222748083967
MINT,RANGPUR,8,1,2024,71.81094096753046
MINT,RANGPUR,7,3,2024,14.636516450447733
MINT,RANGPUR,7,2,2024,27.9185112358881
MINT,RANGPUR,7,1,2024,61.21392069738527
MINT,RANGPUR,6,3,2024,31.445856006123577
MINT,RANGPUR,6,2,2024,20.315479951698613
MINT,RANGPUR,6,1,2024,74.43901127883532
MINT,RANGPUR,5,3,2024,37.0521202762381
MINT,RANGPUR,5,2,2024,86.0111210236745
MINT,RANGPUR,5,1,2024,71.27964421973095
MINT,RANGPUR,4,3,2024,81.34578214414655
MINT,RANGPUR,4,2,2024,71.44611473228663
MINT,RANGPUR,4,1,2024,76.01949499032155
MINT,RANGPUR,3,3,2024,47.882650077555894
MINT,RANGPUR,3,2,2024,91.45177789988192
MINT,RANGPUR,3,1,2024,19.978572854579333
MINT,RANGPUR,2,3,2024,95.83800618571114
MINT,RANGPUR,2,2,2024,36.5157346570068
MINT,RANGPUR,9,2,2024,17.44156460448363
MINT,RANGPUR,9,3,2024,80.16103150161607
MINT,RANGPUR,10,1,2024,59.788419319922454
MINT,SYLHET,2,1,2024,36.64872777295939
MINT,SYLHET,5,1,2024,33.61856731690024
MINT,SYLHET,4,3,2024,20.611357486798795
MINT,SYLHET,4,2,2024,36.028980166031516
MINT,SYLHET,4,1,2024,47.97615561058237
MINT,SYLHET,3,3,2024,79.98975532044388
MINT,SYLHET,3,2,2024,71.610964165047
MINT,SYLHET,3,1,2024,30.562208054882547
MINT,SYLHET,2,3,2024,76.88049315669414
MINT,SYLHET,2,2,2024,73.72665932612139
MINT,SYLHET,1,3,2024,95.60148288289696
MINT,RANGPUR,10,2,2024,56.13090151625519
MINT,SYLHET,1,2,2024,96.58277584232718
MINT,SYLHET,1,1,2024,60.02315737192445
MINT,RANGPUR,12,3,2024,35.1805305911565
MINT,RANGPUR,12,2,2024,82.65328528451367
MINT,RANGPUR,12,1,2024,13.44674468355992
MINT,RANGPUR,11,3,2024,69.59063596500101
MINT,RANGPUR,11,2,2024,64.73559237313167
MINT,RANGPUR,11,1,2024,63.2165225645086
MINT,RANGPUR,10,3,2024,42.28052839564689
BROCCOLI,BARISHAL,9,3,2024,57.00638845089047
BROCCOLI,BARISHAL,10,1,2024,56.6636479126443
BROCCOLI,BARISHAL,10,2,2024,21.06355533757628
BROCCOLI,BARISHAL,10,3,2024,80.4545359555286
BROCCOLI,DHAKA,9,3,2024,44.90130523525974
BROCCOLI,DHAKA,9,2,2024,90.79474917385872
BROCCOLI,DHAKA,9,1,2024,28.427485181894976
BROCCOLI,DHAKA,8,3,2024,70.302015930463
BROCCOLI,DHAKA,8,2,2024,69.62707668936389
BROCCOLI,DHAKA,8,1,2024,13.382544660053721
BROCCOLI,DHAKA,7,3,2024,55.138760023679616
BROCCOLI,DHAKA,7,2,2024,18.35326879754334
BROCCOLI,DHAKA,7,1,2024,12.076932490044502
BROCCOLI,DHAKA,6,3,2024,19.704362747974592
BROCCOLI,DHAKA,6,2,2024,19.446910384491275
BROCCOLI,DHAKA,6,1,2024,32.902622413982584
BROCCOLI,DHAKA,5,3,2024,26.594538682890292
BROCCOLI,DHAKA,5,2,2024,11.51761898110401
BROCCOLI,DHAKA,5,1,2024,51.71644074074665
BROCCOLI,DHAKA,4,3,2024,71.09681014118715
BROCCOLI,DHAKA,4,2,2024,35.300681789357384
BROCCOLI,DHAKA,4,1,2024,94.65879430598626
BROCCOLI,DHAKA,3,3,2024,16.735926777794894
BROCCOLI,DHAKA,3,2,2024,59.97230645043044
BROCCOLI,DHAKA,3,1,2024,49.519723284462295
BROCCOLI,DHAKA,10,1,2024,33.03733245076057
BROCCOLI,DHAKA,10,2,2024,28.906469494861096
BROCCOLI,DHAKA,10,3,2024,25.037522291782462
BROCCOLI,KHULNA,2,3,2024,97.37500103159731
BROCCOLI,KHULNA,5,3,2024,77.37507322571572
BROCCOLI,KHULNA,5,2,2024,15.909205447501044
BROCCOLI,KHULNA,5,1,2024,76.27671308494527
BROCCOLI,KHULNA,4,3,2024,85.55386342311044
BROCCOLI,KHULNA,4,2,2024,99.16881820065971
BROCCOLI,KHULNA,4,1,2024,95.239761671692
BROCCOLI,KHULNA,3,3,2024,39.61210917244563
BROCCOLI,KHULNA,3,2,2024,74.2692285074736
BROCCOLI,KHULNA,3,1,2024,14.572449732060488
BROCCOLI,KHULNA,2,2,2024,30.526894206771715
BROCCOLI,DHAKA,11,1,2024,75.07484613983144
BROCCOLI,KHULNA,2,1,2024,97.42838363101096
BROCCOLI,KHULNA,1,3,2024,21.678997013185317
BROCCOLI,KHULNA,1,2,2024,57.51753395122401
BROCCOLI,KHULNA,1,1,2024,19.890947561502927
BROCCOLI,DHAKA,12,3,2024,98.29421487712227
BROCCOLI,DHAKA,12,2,2024,74.64941835392905
BROCCOLI,DHAKA,12,1,2024,27.661046017864102
BROCCOLI,DHAKA,11,3,2024,61.88785908207637
BROCCOLI,DHAKA,11,2,2024,26.660652017109495
BROCCOLI,DHAKA,2,3,2024,24.154766930528552
BROCCOLI,DHAKA,2,2,2024,94.09888093435494
BROCCOLI,DHAKA,2,1,2024,47.22262600455079
BROCCOLI,CHATTOGRAM,2,2,2024,34.58658975908113
BROCCOLI,CHATTOGRAM,5,2,2024,54.410564128301075
BROCCOLI,CHATTOGRAM,5,1,2024,22.93978564275035
BROCCOLI,CHATTOGRAM,4,3,2024,33.57791285409415
BROCCOLI,CHATTOGRAM,4,2,2024,49.81000964344779
BROCCOLI,CHATTOGRAM,4,1,2024,94.81370757932126
BROCCOLI,CHATTOGRAM,3,3,2024,61.84716232315971
BROCCOLI,CHATTOGRAM,3,2,2024,30.050496447054044
BROCCOLI,CHATTOGRAM,3,1,2024,46.47875011583875
BROCCOLI,CHATTOGRAM,2,3,2024,31.32122063051249
BROCCOLI,CHATTOGRAM,2,1,2024,72.35914280698151
BROCCOLI,CHATTOGRAM,6,1,2024,37.59182691673962
BROCCOLI,CHATTOGRAM,1,3,2024,78.99938706704671
BROCCOLI,CHATTOGRAM,1,2,2024,55.98918677100765
BROCCOLI,CHATTOGRAM,1,1,2024,10.699312471611949
BROCCOLI,BARISHAL,12,3,2024,20.488703703790232
BROCCOLI,BARISHAL,12,2,2024,56.77929881621139
BROCCOLI,BARISHAL,12,1,2024,54.86185872872094
BROCCOLI,BARISHAL,11,3,2024,59.50848576915622
BROCCOLI,BARISHAL,11,2,2024,43.55236595439431
BROCCOLI,BARISHAL,11,1,2024,83.69042963185737
BROCCOLI,CHATTOGRAM,5,3,2024,63.97540472834423
BROCCOLI,CHATTOGRAM,6,2,2024,55.05858955176001
BROCCOLI,DHAKA,1,3,2024,55.48757772690803
BROCCOLI,CHATTOGRAM,10,2,2024,55.33958555821033
BROCCOLI,DHAKA,1,2,2024,65.75507675855474
BROCCOLI,DHAKA,1,1,2024,84.39072652062757
BROCCOLI,CHATTOGRAM,12,3,2024,62.18835459931406
BROCCOLI,CHATTOGRAM,12,2,2024,21.82394576831528
BROCCOLI,CHATTOGRAM,12,1,2024,44.07325746204605
BROCCOLI,CHATTOGRAM,11,3,2024,58.29245876862867
BROCCOLI,CHATTOGRAM,11,2,2024,41.00414159510149
BROCCOLI,CHATTOGRAM,11,1,2024,61.26888800729809
BROCCOLI,CHATTOGRAM,10,3,2024,55.93954640686261
BROCCOLI,CHATTOGRAM,10,1,2024,21.909280846441163
BROCCOLI,CHATTOGRAM,6,3,2024,96.74997523074948
BROCCOLI,CHATTOGRAM,9,3,2024,92.3875423764454
BROCCOLI,CHATTOGRAM,9,2,2024,34.34391208821997
BROCCOLI,CHATTOGRAM,9,1,2024,96.2425255763415
BROCCOLI,CHATTOGRAM,8,3,2024,68.55157295024082
BROCCOLI,CHATTOGRAM,8,2,2024,38.81822967491749
BROCCOLI,CHATTOGRAM,8,1,2024,68.81840361565978
BROCCOLI,CHATTOGRAM,7,3,2024,71.75769260412912
BROCCOLI,CHATTOGRAM,7,2,2024,46.726240883743735
BROCCOLI,CHATTOGRAM,7,1,2024,96.6417569464816
OKRA,BARISHAL,11,1,2024,31.896758441102993
OKRA,BARISHAL,11,3,2024,24.03095251760039
PUMPKIN,KHULNA,9,1,2024,43.562995400982
OKRA,SYLHET,9,1,2024,88.46118752386354
PUMPKIN,BARISHAL,4,2,2024,20.002897217974756
PUMPKIN,BARISHAL,4,1,2024,27.629750574511636
PUMPKIN,BARISHAL,3,3,2024,22.432803518112596
PUMPKIN,BARISHAL,3,2,2024,42.096985113991785
PUMPKIN,BARISHAL,3,1,2024,12.610741306526426
PUMPKIN,BARISHAL,2,3,2024,48.6324784917684
PUMPKIN,BARISHAL,2,2,2024,56.43875732816486
PUMPKIN,BARISHAL,2,1,2024,99.06410569286538
PUMPKIN,BARISHAL,1,3,2024,61.53819175565546
PUMPKIN,BARISHAL,1,2,2024,62.71163551828796
PUMPKIN,BARISHAL,1,1,2024,43.008708366549
OKRA,SYLHET,12,3,2024,77.16395711028461
OKRA,SYLHET,12,2,2024,68.52307846791226
OKRA,SYLHET,12,1,2024,13.74999487197638
OKRA,SYLHET,11,3,2024,85.48249398938535
OKRA,SYLHET,11,2,2024,30.664206548678344
OKRA,SYLHET,11,1,2024,30.920813923192465
OKRA,SYLHET,10,3,2024,90.672826700461
OKRA,SYLHET,10,2,2024,95.97428772781416
OKRA,SYLHET,10,1,2024,55.6262966653178
OKRA,SYLHET,9,3,2024,13.069419319638364
PUMPKIN,BARISHAL,4,3,2024,28.433733606410854
PUMPKIN,BARISHAL,5,1,2024,87.10104401429511
PUMPKIN,BARISHAL,5,2,2024,12.30394215839421
PUMPKIN,BARISHAL,9,2,2024,50.62506825045994
PUMPKIN,BARISHAL,12,2,2024,10.168583166193846
PUMPKIN,BARISHAL,12,1,2024,29.114646428824948
PUMPKIN,BARISHAL,11,3,2024,77.4369008986067
PUMPKIN,BARISHAL,11,2,2024,29.4409683236135
PUMPKIN,BARISHAL,11,1,2024,64.07461378864885
PUMPKIN,BARISHAL,10,3,2024,53.920929798446245
PUMPKIN,BARISHAL,10,2,2024,71.69692461352507
PUMPKIN,BARISHAL,10,1,2024,76.82473586600412
PUMPKIN,BARISHAL,9,3,2024,15.18678160090284
PUMPKIN,BARISHAL,9,1,2024,79.48228688128088
PUMPKIN,BARISHAL,5,3,2024,30.61108985155843
PUMPKIN,BARISHAL,8,3,2024,55.94152273225595
PUMPKIN,BARISHAL,8,2,2024,70.59012460036645
PUMPKIN,BARISHAL,8,1,2024,48.699062061357644
PUMPKIN,BARISHAL,7,3,2024,35.780308486313544
PUMPKIN,BARISHAL,7,2,2024,92.69866910157764
PUMPKIN,BARISHAL,7,1,2024,69.25128601288623
PUMPKIN,BARISHAL,6,3,2024,10.962264102987676
PUMPKIN,BARISHAL,6,2,2024,34.18813121151323
PUMPKIN,BARISHAL,6,1,2024,68.13288896805805
OKRA,SYLHET,9,2,2024,31.26273184873172
OKRA,SYLHET,8,3,2024,17.709008748409502
OKRA,RANGPUR,4,3,2024,47.07998040806111
OKRA,SYLHET,8,2,2024,48.81679801275594
